LABTY,LABTY_OLD,LABTX,AFLAG,LABIE,LABIV,LABIM,RL1IE,RL2IE,RL3IE,RL4IE,RL5IE,RL1IV,RL2IV,RL3IV,RL4IV,RL5IV,DBPTL,DPATH_OLD,UPATH,HTXIV,HLPTX,ISDEL,CRTBY,CRTDT,CRTTM,CHNBY,CHNDT,CHNTM,MAXLT,PLCHD,UNQID,DBPCL
EXPOSURE_T1_LABEL1,typeofhazard,Type of hazardous material,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_EXPSR,INC_T_EXPSR_HAZMT,ExposureDetails/T1LB1,1,,0,S0025570616,11.02.2025,07:50:45,DB_SLS1128,11.03.2025,14:05:05,50,Select type of hazardous material,504,T1LB1
INCPR_EXPOSURE_T1_LABEL2,INCPR_physicalform,Physical form,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_EXPSR,INC_T_EXPSR_PHYFM,ExposureDetails/T1LB2,1,,0,S0025570616,11.02.2025,07:52:23,DB_SLS1128,11.03.2025,14:10:34,50,Select physical form,519,T1LB2
EXPOSURE_T1_LABEL2,physicalform,Physical form,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_EXPSR,INC_T_EXPSR_PHYFM,ExposureDetails/T1LB2,1,,0,S0025570616,11.02.2025,07:50:45,DB_SLS1128,11.03.2025,14:10:35,50,Select physical form,505,T1LB2
INCPR_EXPOSURE_T1_LABEL3,INCPR_wasppeused,Was Personal Protective Equipment (PPE) Used?,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_EXPSR,INC_T_EXPSR_PPEUS,ExposureDetails/T1LB3,1,,0,S0025570616,11.02.2025,07:52:23,DB_SLS1128,11.03.2025,14:11:25,50,,520,T1LB3
EXPOSURE_T1_LABEL3,wasppeused,Was Personal Protective Equipment (PPE) Used?,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_EXPSR,INC_T_EXPSR_PPEUS,ExposureDetails/T1LB3,1,,0,S0025570616,11.02.2025,07:50:45,DB_SLS1128,11.03.2025,14:11:26,50,,506,T1LB3
INCPR_EXPOSURE_T1_LABEL5,INCPR_EXPOS_CUSTOM1,Custom,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_EXPSR,INC_T_EXPSR_CSTM1,ExposureDetails/T1LB5,1,,0,S0025570616,11.02.2025,07:52:23,DB_SLS1128,11.03.2025,14:12:05,1000,Maximum character limit is 1000,522,T1LB5
EXPOSURE_T1_LABEL5,EXPOS_CUSTOM1,Custom,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_EXPSR,INC_T_EXPSR_CSTM1,ExposureDetails/T1LB5,1,,0,S0025570616,11.02.2025,07:50:45,DB_SLS1128,11.03.2025,14:12:05,1000,Maximum character limit is 1000,508,T1LB5
INCPR_EXPOSURE_T1_LABEL6,INCPR_EXPOS_CUSTOM2,Custom,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_EXPSR,INC_T_EXPSR_CSTM2,ExposureDetails/T1LB6,1,,0,S0025570616,11.02.2025,07:52:23,DB_SLS1128,11.03.2025,14:12:27,1000,Maximum character limit is 1000,523,T1LB6
EXPOSURE_T1_LABEL6,EXPOS_CUSTOM2,Custom,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_EXPSR,INC_T_EXPSR_CSTM2,ExposureDetails/T1LB6,1,,0,S0025570616,11.02.2025,07:50:45,DB_SLS1128,11.03.2025,14:12:28,1000,Maximum character limit is 1000,509,T1LB6
INCPR_EXPOSURE_T1_LABEL8,INCPR_exposeverity,Exposure severity,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_EXPSR,INC_T_EXPSR_EXPSV,ExposureDetails/T1LB8,1,,0,S0025570616,11.02.2025,07:52:23,DB_SLS1128,11.03.2025,14:12:56,50,Exposure severity,525,T1LB8
EXPOSURE_T1_LABEL8,exposeverity,Exposure severity,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_EXPSR,INC_T_EXPSR_EXPSV,ExposureDetails/T1LB8,1,,0,S0025570616,11.02.2025,07:50:45,DB_SLS1128,11.03.2025,14:12:57,50,Exposure severity,511,T1LB8
INCPR_EXPOSURE_T1_LABEL9,INCPR_didpersonrectreat,Did expose person received the treatment?,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_EXPSR,INC_T_EXPSR_RETRT,ExposureDetails/T1LB9,1,,0,S0025570616,11.02.2025,07:52:23,DB_SLS1128,11.03.2025,14:13:17,50,,526,T1LB9
EXPOSURE_T1_LABEL9,didpersonrectreat,Did expose person received the treatment?,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_EXPSR,INC_T_EXPSR_RETRT,ExposureDetails/T1LB9,1,,0,S0025570616,11.02.2025,07:50:45,DB_SLS1128,11.03.2025,14:13:17,50,,512,T1LB9
INCPR_EXPOSURE_T1_LABEL10,INCPR_EXPOS_CUSTOM3,Custom,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_EXPSR,INC_T_EXPSR_CSTM3,ExposureDetails/T1LB10,1,,0,S0025570616,11.02.2025,07:52:23,DB_SLS1128,11.03.2025,14:13:38,1000,Maximum character limit is 1000,527,T1LB10
EXPOSURE_T1_LABEL10,EXPOS_CUSTOM3,Custom,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_EXPSR,INC_T_EXPSR_CSTM3,ExposureDetails/T1LB10,1,,0,S0025570616,11.02.2025,07:50:45,DB_SLS1128,11.03.2025,14:13:38,1000,Maximum character limit is 1000,513,T1LB10
BASIC_INCIDENT_TITLE1_CELL3,None,Cell 3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,None,,1,,0,DB_SLS1128,11.03.2025,09:49:16,DB_SLS1128,11.03.2025,14:13:47,,,1445,
INCPR_EXPOSURE_T1_LABEL11,INCPR_EXPOS_CUSTOM4,Custom,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_EXPSR,INC_T_EXPSR_CSTM4,ExposureDetails/T1LB11,1,,0,S0025570616,11.02.2025,07:52:23,DB_SLS1128,11.03.2025,14:13:59,1000,Maximum character limit is 1000,528,T1LB11
EXPOSURE_T1_LABEL11,EXPOS_CUSTOM4,Custom,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_EXPSR,INC_T_EXPSR_CSTM4,ExposureDetails/T1LB11,1,,0,S0025570616,11.02.2025,07:50:45,DB_SLS1128,11.03.2025,14:14:00,1000,Maximum character limit is 1000,514,T1LB11
INCPR_BASIC_INCIDENT_TITLE1,basicdetails,Basic Incident Details,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,10.02.2025,10:09:42,DB_SLS1128,11.03.2025,14:14:50,,,104,
BASIC_INCIDENT_TITLE1,basicdetails,Basic Incident Details,1,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,10.02.2025,09:51:07,DB_SLS1128,11.03.2025,14:14:50,,,34,
BASIC_INCIDENT_TITLE1_CELL2,None,Cell 2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,None,,1,,0,DB_SLS1128,11.03.2025,09:49:16,DB_SLS1128,11.03.2025,14:16:14,,,1444,
INCPR_EXPOSURE_T1_LABEL12,INCPR_detailoftreatment,Details of treatment,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_EXPSR,INC_T_EXPSR_TRTDT,ExposureDetails/T1LB12,1,,0,S0025570616,11.02.2025,07:52:23,DB_SLS1128,11.03.2025,14:16:42,5000,Maximum character limit is 5000,529,T1LB12
EXPOSURE_T1_LABEL12,detailoftreatment,Details of treatment,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_EXPSR,INC_T_EXPSR_TRTDT,ExposureDetails/T1LB12,1,,0,S0025570616,11.02.2025,07:50:45,DB_SLS1128,11.03.2025,14:16:43,5000,Maximum character limit is 5000,515,T1LB12
INCPR_EXPOSURE_T1_LABEL13,INCPR_EXPOS_CUSTOM5,Custom,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_EXPSR,INC_T_EXPSR_CSTM5,ExposureDetails/T1LB13,1,,0,S0025570616,11.02.2025,07:52:23,DB_SLS1128,11.03.2025,14:17:07,5000,Maximum character limit is 5000,530,T1LB13
EXPOSURE_T1_LABEL13,EXPOS_CUSTOM5,Custom,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_EXPSR,INC_T_EXPSR_CSTM5,ExposureDetails/T1LB13,1,,0,S0025570616,11.02.2025,07:50:45,DB_SLS1128,11.03.2025,14:17:07,5000,Maximum character limit is 5000,516,T1LB13
INCPR_EXPOSURE_T1_LABEL7,INCPR_routeofexpo,Route of exposure,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_EXPRT,INC_T_EXPSR_RTEXP,ExposureDetails/T1LB7,1,,0,S0025570616,11.02.2025,07:52:23,DB_SLS1128,11.03.2025,14:18:25,50,Select route of exposure,524,T1LB7
EXPOSURE_T1_LABEL7,routeofexpo,Route of exposure,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_EXPRT,INC_T_EXPSR_RTEXP,ExposureDetails/T1LB7,1,,0,S0025570616,11.02.2025,07:50:45,DB_SLS1128,11.03.2025,14:18:25,50,Select route of exposure,510,T1LB7
INCPR_EXPOSURE_T1_LABEL4,INCPR_ppeused,Protective equipment used,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_PPEUS,INC_T_EXPSR_PPETY,ExposureDetails/T1LB4,1,,0,S0025570616,11.02.2025,07:52:23,DB_SLS1128,11.03.2025,14:19:19,50,Select protective equipment used,521,T1LB4
EXPOSURE_T1_LABEL4,ppeused,Protective equipment used,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_PPEUS,INC_T_EXPSR_PPETY,ExposureDetails/T1LB4,1,,0,S0025570616,11.02.2025,07:50:45,DB_SLS1128,11.03.2025,14:19:19,50,Select protective equipment used,507,T1LB4
INCPR_FIRE_T1_LABEL1,INCPR_firelvl,Fire/explosion level,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_FIREP,INC_T_FIREP_FRLVL,FireExplosion/T1LB1,1,,0,S0025570616,11.02.2025,08:09:16,DB_SLS1128,11.03.2025,14:20:38,50,Fire/explosion level,544,T1LB1
FIRE_T1_LABEL1,firelvl,Fire/explosion level,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_FIREP,INC_T_FIREP_FRLVL,FireExplosion/T1LB1,1,,0,S0025570616,11.02.2025,08:07:35,DB_SLS1128,11.03.2025,14:20:38,50,Fire/explosion level,532,T1LB1
INCPR_FIRE_T1_LABEL2,INCPR_isfirecontained,Is the fire contained?,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_FIREP,INC_T_FIREP_FRCNT,FireExplosion/T1LB2,1,,0,S0025570616,11.02.2025,08:09:16,DB_SLS1128,11.03.2025,14:20:54,50,,545,T1LB2
FIRE_T1_LABEL2,isfirecontained,Is the fire contained?,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_FIREP,INC_T_FIREP_FRCNT,FireExplosion/T1LB2,1,,0,S0025570616,11.02.2025,08:07:35,DB_SLS1128,11.03.2025,14:20:54,50,,533,T1LB2
INCPR_FIRE_T1_LABEL3,INCPR_equipuse,Equipment used to contained the fire,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_FIREP,INC_T_FIREP_EQUSD,FireExplosion/T1LB3,1,,0,S0025570616,11.02.2025,08:09:16,DB_SLS1128,11.03.2025,14:21:38,100,Maximum character limit is 100,546,T1LB3
FIRE_T1_LABEL3,equipuse,Equipment used to contained the fire,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_FIREP,INC_T_FIREP_EQUSD,FireExplosion/T1LB3,1,,0,S0025570616,11.02.2025,08:07:35,DB_SLS1128,11.03.2025,14:21:38,100,Maximum character limit is 100,534,T1LB3
INCPR_FIRE_T1_LABEL4,INCPR_FIRE_CUSTOM1,Custom,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_FIREP,INC_T_FIREP_CSTM1,FireExplosion/T1LB4,1,,0,S0025570616,11.02.2025,08:09:16,DB_SLS1128,11.03.2025,14:22:02,1000,Maximum character limit is 1000,547,T1LB4
FIRE_T1_LABEL4,FIRE_CUSTOM1,Custom,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_FIREP,INC_T_FIREP_CSTM1,FireExplosion/T1LB4,1,,0,S0025570616,11.02.2025,08:07:35,DB_SLS1128,11.03.2025,14:22:03,1000,Maximum character limit is 1000,535,T1LB4
INCPR_FIRE_T1_LABEL5,INCPR_FIRE_CUSTOM2,Custom,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_FIREP,INC_T_FIREP_CSTM2,FireExplosion/T1LB5,1,,0,S0025570616,11.02.2025,08:09:16,DB_SLS1128,11.03.2025,14:26:56,1000,Maximum character limit is 1000,548,T1LB5
FIRE_T1_LABEL5,FIRE_CUSTOM2,Custom,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_FIREP,INC_T_FIREP_CSTM2,FireExplosion/T1LB5,1,,0,S0025570616,11.02.2025,08:07:35,DB_SLS1128,11.03.2025,14:26:57,1000,Maximum character limit is 1000,536,T1LB5
INCPR_FIRE_T1_LABEL6,INCPR_areaevacuated,Was the area evacuated?,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_FIREP,INC_T_FIREP_ARREV,FireExplosion/T1LB6,1,,0,S0025570616,11.02.2025,08:09:17,DB_SLS1128,11.03.2025,14:27:46,50,,549,T1LB6
FIRE_T1_LABEL6,areaevacuated,Was the area evacuated?,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_FIREP,INC_T_FIREP_ARREV,FireExplosion/T1LB6,1,,0,S0025570616,11.02.2025,08:07:35,DB_SLS1128,11.03.2025,14:27:46,50,,537,T1LB6
INCPR_FIRE_T1_LABEL7,INCPR_FIRE_CUSTOM3,Custom,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_FIREP,INC_T_FIREP_CSTM3,FireExplosion/T1LB7,1,,0,S0025570616,11.02.2025,08:09:17,DB_SLS1128,11.03.2025,14:28:17,1000,Maximum character limit is 1000,550,T1LB7
FIRE_T1_LABEL7,FIRE_CUSTOM3,Custom,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_FIREP,INC_T_FIREP_CSTM3,FireExplosion/T1LB7,1,,0,S0025570616,11.02.2025,08:07:35,DB_SLS1128,11.03.2025,14:28:18,1000,Maximum character limit is 1000,538,T1LB7
INCPR_FIRE_T1_LABEL8,INCPR_FIRE_CUSTOM4,Custom,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_FIREP,INC_T_FIREP_CSTM4,FireExplosion/T1LB8,1,,0,S0025570616,11.02.2025,08:09:17,DB_SLS1128,11.03.2025,14:28:41,1000,Maximum character limit is 1000,551,T1LB8
FIRE_T1_LABEL8,FIRE_CUSTOM4,Custom,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_FIREP,INC_T_FIREP_CSTM4,FireExplosion/T1LB8,1,,0,S0025570616,11.02.2025,08:07:35,DB_SLS1128,11.03.2025,14:28:41,1000,Maximum character limit is 1000,539,T1LB8
INCPR_FIRE_T1_LABEL9,INCPR_evacdetails,Evacuation details,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_FIREP,INC_T_FIREP_EVCDT,FireExplosion/T1LB9,1,,0,S0025570616,11.02.2025,08:09:17,DB_SLS1128,11.03.2025,14:29:09,5000,Maximum character limit is 5000,552,T1LB9
FIRE_T1_LABEL9,evacdetails,Evacuation details,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_FIREP,INC_T_FIREP_EVCDT,FireExplosion/T1LB9,1,,0,S0025570616,11.02.2025,08:07:35,DB_SLS1128,11.03.2025,14:29:10,5000,Maximum character limit is 5000,540,T1LB9
INCPR_FIRE_T1_LABEL10,INCPR_measuretaken,Measures taken,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_FIREP,INC_T_FIREP_MSTKN,FireExplosion/T1LB10,1,,0,S0025570616,11.02.2025,08:09:17,DB_SLS1128,11.03.2025,14:29:28,5000,Maximum character limit is 5000,553,T1LB10
FIRE_T1_LABEL10,measuretaken,Measures taken,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_FIREP,INC_T_FIREP_MSTKN,FireExplosion/T1LB10,1,,0,S0025570616,11.02.2025,08:07:35,DB_SLS1128,11.03.2025,14:29:29,5000,Maximum character limit is 5000,541,T1LB10
INCPR_FIRE_T1_LABEL11,INCPR_FIRE_CUSTOM5,Custom ,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_FIREP,INC_T_FIREP_CSTM5,FireExplosion/T1LB11,1,,0,S0025570616,11.02.2025,08:09:17,DB_SLS1128,11.03.2025,14:29:50,5000,Maximum character limit is 5000,554,T1LB11
FIRE_T1_LABEL11,FIRE_CUSTOM5,Custom ,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_FIREP,INC_T_FIREP_CSTM5,FireExplosion/T1LB11,1,,0,S0025570616,11.02.2025,08:07:35,DB_SLS1128,11.03.2025,14:29:50,5000,Maximum character limit is 5000,542,T1LB11
INCPR_ENVIRONMENT_T1_LABEL1,INCPR_pollutionlocation,Pollution/Release location,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ENVIR,INC_T_ENVIR_RELLC,EnvironmentalDetails/T1LB1,1,,0,S0025570616,11.02.2025,08:41:25,DB_SLS1128,11.03.2025,14:34:29,50,,586,T1LB1
ENVIRONMENT_T1_LABEL1,pollutionlocation,Pollution/Release location,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ENVIR,INC_T_ENVIR_RELLC,EnvironmentalDetails/T1LB1,1,,0,S0025570616,11.02.2025,08:39:21,DB_SLS1128,11.03.2025,14:34:29,50,,556,T1LB1
INCPR_ENVIRONMENT_T1_LABEL3,INCPR_typeofsubstance,Type of substance released or spilled,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ENVIR,INC_T_ENVIR_TYSRL,EnvironmentalDetails/T1LB3,1,,0,S0025570616,11.02.2025,08:41:25,DB_SLS1128,11.03.2025,14:35:14,50,Type of substance released or spilled,588,T1LB3
ENVIRONMENT_T1_LABEL3,typeofsubstance,Type of substance released or spilled,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ENVIR,INC_T_ENVIR_TYSRL,EnvironmentalDetails/T1LB3,1,,0,S0025570616,11.02.2025,08:39:21,DB_SLS1128,11.03.2025,14:35:15,50,Type of substance released or spilled,558,T1LB3
INCPR_ENVIRONMENT_T1_LABEL4,INCPR_commercialname,Commercial name of substance,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ENVMT,INC_T_ENVIR_CMNMS,EnvironmentalDetails/T1LB4,1,,0,S0025570616,11.02.2025,08:41:25,DB_SLS1128,11.03.2025,14:36:10,5000,Maximum character limit is 5000,589,T1LB4
ENVIRONMENT_T1_LABEL4,commercialname,Commercial name of substance,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ENVMT,INC_T_ENVIR_CMNMS,EnvironmentalDetails/T1LB4,1,,0,S0025570616,11.02.2025,08:39:21,DB_SLS1128,11.03.2025,14:36:10,5000,Maximum character limit is 5000,559,T1LB4
INCPR_ENVIRONMENT_T1_LABEL5,INCPR_estdqty,Estimated quantity of substance released,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ENVMT,INC_T_ENVIR_ESTQT,EnvironmentalDetails/T1LB5,1,,0,S0025570616,11.02.2025,08:41:25,DB_SLS1128,11.03.2025,14:36:42,20,Maximum character limit is 20,590,T1LB5
ENVIRONMENT_T1_LABEL5,estdqty,Estimated quantity of substance released,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ENVMT,INC_T_ENVIR_ESTQT,EnvironmentalDetails/T1LB5,1,,0,S0025570616,11.02.2025,08:39:21,DB_SLS1128,11.03.2025,14:36:42,20,Maximum character limit is 20,560,T1LB5
INCPR_ENVIRONMENT_T1_LABEL6,INCPR_unitofmeasure,Unit,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ENVIR,INC_T_ENVIR_UNIMS,EnvironmentalDetails/T1LB6,1,,0,S0025570616,11.02.2025,08:41:25,DB_SLS1128,11.03.2025,14:37:16,50,Select Unit,591,T1LB6
ENVIRONMENT_T1_LABEL6,unitofmeasure,Unit,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ENVIR,INC_T_ENVIR_UNIMS,EnvironmentalDetails/T1LB6,1,,0,S0025570616,11.02.2025,08:39:21,DB_SLS1128,11.03.2025,14:37:16,50,Select Unit,561,T1LB6
INCPR_ENVIRONMENT_T1_LABEL7,INCPR_ENVIR_CUSTOM1,Custom,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ENVMT,INC_T_ENVIR_CSTM1,EnvironmentalDetails/T1LB7,1,,0,S0025570616,11.02.2025,08:41:25,DB_SLS1128,11.03.2025,14:38:00,1000,Maximum character limit is 1000,592,T1LB7
ENVIRONMENT_T1_LABEL7,ENVIR_CUSTOM1,Custom,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ENVMT,INC_T_ENVIR_CSTM1,EnvironmentalDetails/T1LB7,1,,0,S0025570616,11.02.2025,08:39:21,DB_SLS1128,11.03.2025,14:38:00,1000,Maximum character limit is 1000,562,T1LB7
INCPR_ENVIRONMENT_T1_LABEL8,INCPR_ENVIR_CUSTOM2,Custom,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ENVIR,INC_T_ENVIR_CSTM2,EnvironmentalDetails/T1LB8,1,,0,S0025570616,11.02.2025,08:41:25,DB_SLS1128,11.03.2025,14:38:20,1000,Maximum character limit is 1000,593,T1LB8
ENVIRONMENT_T1_LABEL8,ENVIR_CUSTOM2,Custom,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ENVIR,INC_T_ENVIR_CSTM2,EnvironmentalDetails/T1LB8,1,,0,S0025570616,11.02.2025,08:39:21,DB_SLS1128,11.03.2025,14:38:20,1000,Maximum character limit is 1000,563,T1LB8
INCPR_ENVIRONMENT_T1_LABEL9,INCPR_startdatetimeofspill,Start date of the release/spill,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ENVMT,INC_T_ENVIR_SPSDT,EnvironmentalDetails/T1LB9,1,,0,S0025570616,11.02.2025,08:41:25,DB_SLS1128,11.03.2025,14:39:14,,,594,T1LB9
ENVIRONMENT_T1_LABEL9,startdatetimeofspill,Start date of the release/spill,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ENVMT,INC_T_ENVIR_SPSDT,EnvironmentalDetails/T1LB9,1,,0,S0025570616,11.02.2025,08:39:21,DB_SLS1128,11.03.2025,14:39:14,,,564,T1LB9
INCPR_ENVIRONMENT_T1_LABEL10,INCPR_startdatetimeofspill,Start time of the release/spill,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ENVMT,INC_T_ENVIR_SPSTM,EnvironmentalDetails/T1LB10,1,,0,S0025570616,11.02.2025,08:41:25,DB_SLS1128,11.03.2025,14:39:37,,,595,T1LB10
ENVIRONMENT_T1_LABEL10,startdatetimeofspill,Start time of the release/spill,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ENVMT,INC_T_ENVIR_SPSTM,EnvironmentalDetails/T1LB10,1,,0,S0025570616,11.02.2025,08:39:21,DB_SLS1128,11.03.2025,14:39:37,,,565,T1LB10
INCPR_ENVIRONMENT_T1_LABEL11,INCPR_enddatetimeofspill,End date of the release/spill,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ENVIR,INC_T_ENVIR_SPEDT,EnvironmentalDetails/T1LB11,1,,0,S0025570616,11.02.2025,08:41:25,DB_SLS1128,11.03.2025,14:39:57,,,596,T1LB11
ENVIRONMENT_T1_LABEL11,enddatetimeofspill,End date of the release/spill,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ENVIR,INC_T_ENVIR_SPEDT,EnvironmentalDetails/T1LB11,1,,0,S0025570616,11.02.2025,08:39:21,DB_SLS1128,11.03.2025,14:39:58,,,566,T1LB11
INCPR_ENVIRONMENT_T1_LABEL12,INCPR_enddatetimeofspill,End time of the release/spill,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ENVIR,INC_T_ENVIR_SPETM,EnvironmentalDetails/T1LB12,1,,0,S0025570616,11.02.2025,08:41:25,DB_SLS1128,11.03.2025,14:40:13,,,597,T1LB12
ENVIRONMENT_T1_LABEL12,enddatetimeofspill,End time of the release/spill,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ENVIR,INC_T_ENVIR_SPETM,EnvironmentalDetails/T1LB12,1,,0,S0025570616,11.02.2025,08:39:21,DB_SLS1128,11.03.2025,14:40:13,,,567,T1LB12
INCPR_ENVIRONMENT_T1_LABEL13,INCPR_isconcentrationknown,Is the concentration known?,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ENVMT,INC_T_ENVIR_ISCON,EnvironmentalDetails/T1LB13,1,,0,S0025570616,11.02.2025,08:41:25,DB_SLS1128,11.03.2025,14:40:46,50,,598,T1LB13
ENVIRONMENT_T1_LABEL13,isconcentrationknown,Is the concentration known?,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ENVMT,INC_T_ENVIR_ISCON,EnvironmentalDetails/T1LB13,1,,0,S0025570616,11.02.2025,08:39:21,DB_SLS1128,11.03.2025,14:40:46,50,,568,T1LB13
INCPR_ENVIRONMENT_T1_LABEL14,INCPR_concentration,Concentration,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ENVMT,INC_T_ENVIR_CNSTR,EnvironmentalDetails/T1LB14,1,,0,S0025570616,11.02.2025,08:41:25,DB_SLS1128,11.03.2025,14:41:43,50,Maximum character limit is 50,599,T1LB14
ENVIRONMENT_T1_LABEL14,concentration,Concentration,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ENVMT,INC_T_ENVIR_CNSTR,EnvironmentalDetails/T1LB14,1,,0,S0025570616,11.02.2025,08:39:21,DB_SLS1128,11.03.2025,14:41:43,50,Maximum character limit is 50,569,T1LB14
INCPR_ENVIRONMENT_T1_LABEL15,INCPR_wasspillcontained,Was the release / spill contained?,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ENVMT,INC_T_ENVIR_CONRL,EnvironmentalDetails/T1LB15,1,,0,S0025570616,11.02.2025,08:41:25,DB_SLS1128,11.03.2025,14:42:26,50,,600,T1LB15
ENVIRONMENT_T1_LABEL15,wasspillcontained,Was the release / spill contained?,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ENVMT,INC_T_ENVIR_CONRL,EnvironmentalDetails/T1LB15,1,,0,S0025570616,11.02.2025,08:39:21,DB_SLS1128,11.03.2025,14:42:26,50,,570,T1LB15
INCPR_ENVIRONMENT_T1_LABEL17,INCPR_ENVIR_CUSTOM3,Custom,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ENVMT,INC_T_ENVIR_CSTM3,EnvironmentalDetails/T1LB17,1,,0,S0025570616,11.02.2025,08:41:25,DB_SLS1128,11.03.2025,14:43:53,1000,Maximum character limit is 1000,602,T1LB17
